name,full_address,street,city,postal_code,us_state,country,latitude,longitude,site,phone,type,category,subtypes,rating,reviews,business_status,working_hours,google_id,place_id,reviews_link,photo,query,scraped_zip,source
Chuckanut Manor Seafood & Grill,,3056 Chuckanut Dr,Bow,98232,,United States of America,48.601836,-122.4269187,,+1 360-766-6191,Seafood restaurant,restaurants,"Seafood restaurant, Bar & grill, Restaurant",4.6,1442.0,OPERATIONAL,"{""Friday"": [""12-8PM""], ""Monday"": [""12-8PM""], ""Saturday"": [""12-8PM""], ""Sunday"": [""10AM-8PM""], ""Thursday"": [""12-8PM""], ""Tuesday"": [""12-8PM""], ""Wednesday"": [""12-8PM""]}",0x5485752757dfaa93:0x8be04e7e8e0fc0a1,ChIJk6rfVyd1hVQRocAPjn5O4Is,https://search.google.com/local/reviews?placeid=ChIJk6rfVyd1hVQRocAPjn5O4Is&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzSBHg1wmGIQ5l3JOZDMC5HEqXgp04DDMJova7yVqdKGtajbFKWn8AAPHOGBjEi08DGExBhec8fxDgeOx9jeeHTJHfBZxUrwyhsY9kBhRvRt2afLnNKRDy_PTLeMslSmK9b5xJeA=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
Cruisin Coffee Bow Hill,,18494 Bow Hill Rd,Bow,98232,,United States of America,48.5561732,-122.3449803,,+1 360-383-6613,Coffee shop,coffee shops,"Coffee shop, Cafe",4.4,224.0,OPERATIONAL,"{""Friday"": [""5AM-9PM""], ""Monday"": [""5AM-9PM""], ""Saturday"": [""5AM-9PM""], ""Sunday"": [""5AM-9PM""], ""Thursday"": [""5AM-9PM""], ""Tuesday"": [""5AM-9PM""], ""Wednesday"": [""5AM-9PM""]}",0x5485733486a8661d:0x621b9ff7504950fd,ChIJHWaohjRzhVQR_VBJUPefG2I,https://search.google.com/local/reviews?placeid=ChIJHWaohjRzhVQR_VBJUPefG2I&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8QR0_TPYe-scaU2_JR8yR9lSo7Yo3IIdMCwPc5BYKcg2UHXJFXVEoST3yqXFMjzpZNEKA68XAR_eEB0Vu4x5_i0O-Mprbcos5l3nVEm-sHXlU4CsP-qVp6rIgJ3SmFDqXmXil=w800-h500-k-no,"cafe, 98232, WA, US",98232,outscraper_google_maps
Del Fox Meats Bow WA.,,13400 D Arcy Rd,Bow,98232,,United States of America,48.5191018,-122.4578739,,+1 360-399-5010,Butcher shop,Butcher shop,Butcher shop,5.0,25.0,OPERATIONAL,"{""Friday"": [""8AM-6PM""], ""Monday"": [""8AM-5:30PM""], ""Saturday"": [""8AM-6PM""], ""Sunday"": [""Closed""], ""Thursday"": [""8AM-5:30PM""], ""Tuesday"": [""8AM-5:30PM""], ""Wednesday"": [""8AM-5:30PM""]}",0x54857113773bfe83:0x2d214761a108e7cf,ChIJg_47dxNxhVQRz-cIoWFHIS0,https://search.google.com/local/reviews?placeid=ChIJg_47dxNxhVQRz-cIoWFHIS0&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-XbD7QNBWzFztkFBLlgcXGPd3Y-UN3F6FdRKnrnetqck5RADPT9jEhywuVWXvKQ5yEfNCZrLP29NiibzZSFgQU2WGzFZFE7h_cPoOeEZJQbPIy7lxxKVn7ef0E9Wgw4Rmyk_noQ=w800-h500-k-no,"deli, 98232, WA, US",98232,outscraper_google_maps
Deli Llama Wilderness Advntr,,17045 E Llama Ln,Bow,98232,,United States of America,48.5353079,-122.3778412,,+1 360-757-4212,Deli,Deli,Deli,5.0,1.0,OPERATIONAL,,0x548573046408b8eb:0x9fbf1629b7bf1cd6,ChIJ67gIZARzhVQR1hy_tykWv58,https://search.google.com/local/reviews?placeid=ChIJ67gIZARzhVQR1hy_tykWv58&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzEcNf48YRHl7prIsveZxmu2cgSosH-uFYIduqwehu10rIg0QEu3ucbzMeQ4LdhHXbpoqJo-XKob8rxxtAacNVcaUOYj8cJG7-GMDds3--aNIm89xVAQd0-rTN3qcX-YwonLDC=w800-h500-k-no,"deli, 98232, WA, US",98232,outscraper_google_maps
Farm To Market Bakery,,5507 Chuckanut Dr,Bow,98232,,United States of America,48.565816,-122.4218892,,+1 360-766-6240,Bakery,Bakery,Bakery,4.7,254.0,OPERATIONAL,"{""Friday"": [""9AM-4PM""], ""Monday"": [""Closed""], ""Saturday"": [""9AM-4PM""], ""Sunday"": [""9AM-4PM""], ""Thursday"": [""9AM-4PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""]}",0x410966f63375b10f:0x943831afc44ddaf8,ChIJD7F1M_ZmCUER-NpNxK8xOJQ,https://search.google.com/local/reviews?placeid=ChIJD7F1M_ZmCUER-NpNxK8xOJQ&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkCHt0Pcf9u3X-opXlkO-jQn0fpUfDEubzF3wXhATzAdBeZcnEMNXB0GPivMmr4zyzWsFLRj-c5j6r7vnZzX14UFmJd1aQazfKxY0dJIOg1s74JuHOXiyj-245cbuWdo7pvSRU=w800-h500-k-no,"cafe, 98232, WA, US",98232,outscraper_google_maps
Longhorn Saloon,,5754 Cains Ct,Bow,98232,,United States of America,48.5624294,-122.4438528,,+1 360-766-6330,Restaurant,restaurants,"Restaurant, Bar",4.6,568.0,OPERATIONAL,"{""Friday"": [""11AM-10PM""], ""Monday"": [""11AM-9PM""], ""Saturday"": [""11AM-10PM""], ""Sunday"": [""11AM-10PM""], ""Thursday"": [""11AM-10PM""], ""Tuesday"": [""11AM-10PM""], ""Wednesday"": [""11AM-10PM""]}",0x54850ccbc6c00b61:0x9fed89dd11b42dfc,ChIJYQvAxssMhVQR_C20Ed2J7Z8,https://search.google.com/local/reviews?placeid=ChIJYQvAxssMhVQR_C20Ed2J7Z8&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbx3TElbMI7S0jSJ97z9vQmY6bUzHKx2xwiUoZ8SOE1LaoX4gW_JorY3Ue-vXDRN436V1dIRPt0oHlRtSlqQkeCUyRbt6fQ-qLDgsIEa-g_Dgvv_fseT3rw8XRx20q3GU3e2n2=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
Mariposa Taqueria,,14003 Gilmore Ave,Bow,98232,,United States of America,48.5612759,-122.4441504,,+1 360-766-4353,Mexican restaurant,restaurants,Mexican restaurant,4.8,314.0,OPERATIONAL,"{""Friday"": [""9AM-4PM""], ""Monday"": [""Closed""], ""Saturday"": [""9AM-4PM""], ""Sunday"": [""9AM-4PM""], ""Thursday"": [""9AM-4PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""]}",0x5485747a825fc685:0x15aa38cfa7cd7d30,ChIJhcZfgnp0hVQRMH3Np884qhU,https://search.google.com/local/reviews?placeid=ChIJhcZfgnp0hVQRMH3Np884qhU&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHI_W1dwhr0aljv0U72ecVKI47LBbPXbcawcHCJv-k0jdHiiKqwQV6AaBdRkphaN3xf99eaFgbCB5odPv0HLbbVODLT8Wpv6uR31y3au8KlSzqsLEs9TU1OihMkW6xgtuG7kymsyA=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
Otter Beans Coffee Company,,9029 A Chuckanut Dr,Bow,98232,,United States of America,48.5153287,-122.3768101,,+1 360-399-1567,Coffee stand,Coffee stand,Coffee stand,4.9,51.0,OPERATIONAL,"{""Friday"": [""6AM-4PM""], ""Monday"": [""6AM-4PM""], ""Saturday"": [""8AM-4PM""], ""Sunday"": [""8AM-4PM""], ""Thursday"": [""6AM-4PM""], ""Tuesday"": [""6AM-4PM""], ""Wednesday"": [""6AM-4PM""]}",0x548573f8062efedf:0x5cc027bfa8c162b1,ChIJ3_4uBvhzhVQRsWLBqL8nwFw,https://search.google.com/local/reviews?placeid=ChIJ3_4uBvhzhVQRsWLBqL8nwFw&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0h3mQPX3S1UBU6LwtQykXDqrJOqOAxiu1yBJ-9QoZWBFgEvZDvSb1-zx5ZHmq2BCMccTn35eIFMN8lgfgguvSnzgnAEO2w2HZqQQvcZN6YWhunCgvBIcR5qytWkdmf0dS2I36zl3YiS9N=w800-h500-k-no,"cafe, 98232, WA, US",98232,outscraper_google_maps
Rhody Cafe,,5521 Chuckanut Dr,Bow,98232,,United States of America,48.5656144,-122.4218021,,+1 360-766-6667,Restaurant,restaurants,Restaurant,4.5,33.0,OPERATIONAL,,0x5485747a8f9fab75:0x498ac401a325d651,ChIJdaufj3p0hVQRUdYlowHEikk,https://search.google.com/local/reviews?placeid=ChIJdaufj3p0hVQRUdYlowHEikk&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6xqw5J6xvFs4p0j8ZKkIXOX_Kd0S6hTTIODf-2i4TFQ_iyshtc22W9EtS9UB7u06KOuvjRtNozzVnsZ0Ha5lhLL_qG2ctiwFczI4wbrQcvV0BIzC8BmG75Ll-g_Tv-zELTmwH=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
Slough Food,,5766 Cains Ct,Bow,98232,,United States of America,48.5621931,-122.44384,,,Restaurant,restaurants,Restaurant,4.8,151.0,OPERATIONAL,"{""Friday"": [""11AM-6PM""], ""Monday"": [""Closed""], ""Saturday"": [""11AM-6PM""], ""Sunday"": [""11AM-5PM""], ""Thursday"": [""11AM-6PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""11AM-6PM""]}",0x5485747abdc38239:0xb7c7a63af0ef9a56,ChIJOYLDvXp0hVQRVprv8Dqmx7c,https://search.google.com/local/reviews?placeid=ChIJOYLDvXp0hVQRVprv8Dqmx7c&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5IL2E5CQ35IqtKGtSbZi50Xk6AFMsrK2L_KPQG2FzDFd5AuBgmK1jJdHas4D8P0qLo-rVcHRXsR20bTsdzfOtzPXFTBf429bGsnJUliAoJmuCbd_EJQe0jpMUBlkB5ddumpXHkQ=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
Terramar Brewstillery,,5712 Gilkey Ave,Bow,98232,,United States of America,48.5635996,-122.4436853,,+1 360-399-6222,Brewery,Brewery,"Brewery, Bar, Distillery, Pizza Takeout, Restaurant",4.6,454.0,OPERATIONAL,"{""Friday"": [""11:30AM-9PM""], ""Monday"": [""11:30AM-8PM""], ""Saturday"": [""11:30AM-9PM""], ""Sunday"": [""11:30AM-8PM""], ""Thursday"": [""11:30AM-8PM""], ""Tuesday"": [""11:30AM-8PM""], ""Wednesday"": [""11:30AM-8PM""]}",0x548575cff05e86a7:0x9505540884dcffcb,ChIJp4Ze8M91hVQRy__chAhUBZU,https://search.google.com/local/reviews?placeid=ChIJp4Ze8M91hVQRy__chAhUBZU&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZeXfJtpCQ0eQqyK0nr8f2GpcMo2GS0Gq3ygBrgrhbONHrZR-c_GwlslkxnIVRyrs56o0Y93JAToBtsc4KhrnL45Da_ssuDLttjeBOOplHAUmsFpQdTHweT_oSpgTjetF8m7cZ=w800-h500-k-no,"cafe, 98232, WA, US",98232,outscraper_google_maps
The Arctic Fox Bakery,,5834 Bow St,Bow,98232,,United States of America,48.5619109,-122.3980253,,+1 360-204-1789,Bakery,Bakery,Bakery,5.0,4.0,OPERATIONAL,,0x54857331bbaa8903:0x8dd6a179e44f139c,ChIJA4mquzFzhVQRnBNP5Hmh1o0,https://search.google.com/local/reviews?placeid=ChIJA4mquzFzhVQRnBNP5Hmh1o0&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEp2bhqn9k7nFTuR8Sh03e9Hw9gNiHV9hS3b3pd9D-Gtza6JfsemF1QQlyhBw2FyQFA3mXKgBQIuXRoqE7zQhjKaeF6ZgaX-sx2YyknYPazo7UGXtoCrTDVKgJvHS30CwLass0sPIm4Sq-J=w800-h500-k-no,"cafe, 98232, WA, US",98232,outscraper_google_maps
The Corner Pub,,14565 Allen West Rd,Bow,98232,,United States of America,48.516229,-122.432056,,+1 360-757-6113,Restaurant,restaurants,"Restaurant, Pub",4.6,686.0,OPERATIONAL,"{""Friday"": [""11AM-10PM""], ""Monday"": [""11AM-9PM""], ""Saturday"": [""11AM-10PM""], ""Sunday"": [""11AM-9PM""], ""Thursday"": [""11AM-9PM""], ""Tuesday"": [""11AM-9PM""], ""Wednesday"": [""11AM-9PM""]}",0x548573d3d07a7f83:0x5ad37fb98b2b5c2c,ChIJg3960NNzhVQRLFwri7l_01o,https://search.google.com/local/reviews?placeid=ChIJg3960NNzhVQRLFwri7l_01o&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMQhcfHhJObzyLwgjyI4ZXUfRrau1q5wi2BBT4aCOeLtp7a8aKosCOVkTsy7K4tSKGbh7_EcAVPCIrNd5dQPPtJ38R8RQUZrjXUMIMrrM3KGZC5CIKoG85Q0wQHd2zL7mVDNS3=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
The Edison Café - Smash Burgers,,5797 Main St,Bow,98232,,United States of America,48.5619978,-122.4403737,,+1 360-766-6960,Hamburger restaurant,Hamburger restaurant,"Hamburger restaurant, Breakfast restaurant, Family restaurant, Ice cream shop, Lunch restaurant",4.7,269.0,OPERATIONAL,"{""Friday"": [""Closed""], ""Monday"": [""Closed""], ""Saturday"": [""8AM-2PM""], ""Sunday"": [""8AM-2PM""], ""Thursday"": [""Closed""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""]}",0x5485747b00d97969:0x602d303f34f83391,ChIJaXnZAHt0hVQRkTP4ND8wLWA,https://search.google.com/local/reviews?placeid=ChIJaXnZAHt0hVQRkTP4ND8wLWA&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1jIpIfZygaboguyJf3sQGjQeVB3T40B6AkeijB86dgKumX4mMFRK0Ifwx0EmWRZKkTG_vYXffOln0zP9aslVibAKWlEYEux6s0pTrD8tcdk45c84TbUI1tBuurT1EGfwYMBHV=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
The Old Edison,,5829 Cains Ct,Bow,98232,,United States of America,48.5613159,-122.4434211,,+1 360-766-6266,Oyster bar restaurant,restaurants,"Oyster bar restaurant, American restaurant, Bar & grill, Live music venue, Pub, Restaurant",4.5,715.0,OPERATIONAL,"{""Friday"": [""11:30AM-10PM""], ""Monday"": [""11:30AM-9PM""], ""Saturday"": [""11:30AM-10PM""], ""Sunday"": [""11:30AM-10PM""], ""Thursday"": [""11:30AM-9PM""], ""Tuesday"": [""11:30AM-9PM""], ""Wednesday"": [""11:30AM-9PM""]}",0x5485747a86040527:0xa08588fe5dad087,ChIJJwUEhnp0hVQRh9Da5Y9YCAo,https://search.google.com/local/reviews?placeid=ChIJJwUEhnp0hVQRh9Da5Y9YCAo&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuItzq52VwDGmakKiTdY9mgHegBOgLGZTUYhT65KsB3LqE1K0g3axLMgqqtMgMUGdi-rMzyRiVv_Am3aFfmmN4eABtBi3slZys4IZPKs8HCyiWjkSxii6-ZWo4zHwaqQncrLCuTw=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
The Oyster Bar,,2578 Chuckanut Dr,Bow,98232,,United States of America,48.6104191,-122.4350327,,+1 360-766-6185,Oyster bar restaurant,restaurants,"Oyster bar restaurant, Seafood restaurant, Steak house",4.7,1128.0,OPERATIONAL,"{""Friday"": [""11:30AM-9PM""], ""Monday"": [""11:30AM-9PM""], ""Saturday"": [""11:30AM-9PM""], ""Sunday"": [""11:30AM-9PM""], ""Thursday"": [""11:30AM-9PM""], ""Tuesday"": [""11:30AM-9PM""], ""Wednesday"": [""11:30AM-9PM""]}",0x54857524d73e1a7d:0x5ea471e749d77786,ChIJfRo-1yR1hVQRhnfXSedxpF4,https://search.google.com/local/reviews?placeid=ChIJfRo-1yR1hVQRhnfXSedxpF4&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeFAsjjMWmelqy6CuHgionyrsnbWGBbtpJ_Lu75M9hfRA583QCZmQfne-Ki1WqrY1p825m77wlTbpURI-hbeZZAQs_a7h78WyzlvOIz9c-NWzEPcx02Cpd9K4qFIKF06idxmI=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
The Oyster Shuckers - Eatery,,17026 Allen West Rd,Bow,98232,,United States of America,48.5153545,-122.3777905,,+1 360-399-1537,Seafood restaurant,restaurants,"Seafood restaurant, Family restaurant, Fast food restaurant, Oyster bar restaurant, Taco restaurant",4.6,173.0,OPERATIONAL,"{""Friday"": [""11AM-5PM""], ""Monday"": [""Closed""], ""Saturday"": [""11AM-5PM""], ""Sunday"": [""11AM-3PM""], ""Thursday"": [""11AM-5PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""]}",0x54857357c9f1f015:0xa0269ed579240f52,ChIJFfDxyVdzhVQRUg8kedWeJqA,https://search.google.com/local/reviews?placeid=ChIJFfDxyVdzhVQRUg8kedWeJqA&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrtTi_a1OBEGRJ_CrwRpkuWZZw23wEHz_mu9fmWONVXRQzfzyCG8fjWXx3gxaYyo5PBvhReVojTVjn7UK8OLPBsmUGq4hu-rHn1sFGw-08i2h6ElQ9XV0T56N8oZn0mt5_MrmxMg=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
Tweets,,5800 Cains Ct,Bow,98232,,United States of America,48.561688,-122.4439295,,+1 360-820-9912,Restaurant,cafes,"Restaurant, Breakfast restaurant, Cafe",4.6,352.0,OPERATIONAL,"{""Friday"": [""11AM-3PM""], ""Monday"": [""Closed""], ""Saturday"": [""11AM-3PM""], ""Sunday"": [""11AM-3PM""], ""Thursday"": [""Closed""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""]}",0x5485747a9a8a4e89:0x4f98a581230aee14,ChIJiU6Kmnp0hVQRFO4KI4GlmE8,https://search.google.com/local/reviews?placeid=ChIJiU6Kmnp0hVQRFO4KI4GlmE8&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEf_HwynLo8WRHmpPl8HBDUnGMrjSNiDL5Urb1ePYfoj9kSdkcNci2jktEr9hMFDzUm8SDaHn2WeNhxR1pKAkDLur_I3nAYXiqoLF4GOpk6tRcrGUAvkp2JSS-Le0j6BI4opFQM=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
W.D. Foods,,9029 Chuckanut Dr,Bow,98232,,United States of America,48.5152345,-122.3766424,,+1 360-399-1075,Grocery store,Grocery store,"Grocery store, ATM",4.5,114.0,OPERATIONAL,"{""Friday"": [""7AM-9PM""], ""Monday"": [""7AM-8PM""], ""Saturday"": [""8AM-9PM""], ""Sunday"": [""8AM-8PM""], ""Thursday"": [""7AM-8PM""], ""Tuesday"": [""7AM-8PM""], ""Wednesday"": [""7AM-8PM""]}",0x5485725a32065369:0xd31a127eea8a23a0,ChIJaVMGMlpyhVQRoCOK6n4SGtM,https://search.google.com/local/reviews?placeid=ChIJaVMGMlpyhVQRoCOK6n4SGtM&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElowTB1yPwJ_k_5nmeSKSJ3f2V-JRZzdav7HFlSZs8TZeTP_RZGMHv0ukk2hGc5wwmF2kImch5NWAlfrKvam3fwbW6Xz7psK8gQnzwy-1bJn0k5Du19TVqdZttZLqm6R0A3OprGA=w800-h500-k-no,"deli, 98232, WA, US",98232,outscraper_google_maps
cob + cork,,5545 Chuckanut Dr,Bow,98232,,United States of America,48.565302,-122.4218263,,+1 360-399-1162,Restaurant,restaurants,Restaurant,4.4,210.0,OPERATIONAL,"{""Friday"": [""4:30-9:30PM""], ""Monday"": [""4:30-9:30PM""], ""Saturday"": [""4:30-9:30PM""], ""Sunday"": [""4:30-9:30PM""], ""Thursday"": [""4:30-9:30PM""], ""Tuesday"": [""4:30-9:30PM""], ""Wednesday"": [""4:30-9:30PM""]}",0x54857532142af625:0x1d26377898fcda06,ChIJJfYqFDJ1hVQRBtr8mHg3Jh0,https://search.google.com/local/reviews?placeid=ChIJJfYqFDJ1hVQRBtr8mHg3Jh0&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1MldVyw6yWSl6USitJ_CDv7fuuW0wuI5AEEH11RFZskv2PXVxttk0pfRBghPlMZN4PFv05CIwT3UQrnt4utdfwVnGvZ3feI35AsbCDO5Pef9_ihgh-8thp9fpUbcJIrPFlN14=w800-h500-k-no,"restaurant, 98232, WA, US",98232,outscraper_google_maps
Ajua! Mexican Taqueria,,633 E Fairhaven Ave,Burlington,98233,,United States of America,48.4756834,-122.3266062,,+1 360-202-7819,Restaurant,restaurants,Restaurant,5.0,1.0,OPERATIONAL,"{""Friday"": [""7:30AM-9PM""], ""Monday"": [""11AM-9PM""], ""Saturday"": [""7:30AM-9PM""], ""Sunday"": [""7:30AM-9PM""], ""Thursday"": [""11AM-9PM""], ""Tuesday"": [""11AM-9PM""], ""Wednesday"": [""11AM-9PM""]}",0x54856df193259541:0x614bd98f3270ad12,ChIJQZUlk_FthVQREq1wMo_ZS2E,https://search.google.com/local/reviews?placeid=ChIJQZUlk_FthVQREq1wMo_ZS2E&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_xBUGQTvVnH5Iiskt4GZXTaADlHJ0TE9BqRzBS1TaFuV72Y_9o81ZVvp1ypuYD9nF3xfiOseWavAwVxp_PrdWFxKbweGRmERfj8tbHLjBDEsCfv4xqUFQny-Trifprs7WXw8EwyfI8-Jp=w800-h500-k-no,"mexican restaurant, 98233, WA, US",98233,outscraper_google_maps
Anglers Coffee,,881 Nevitt Rd,Burlington,98233,,United States of America,48.4694744,-122.3446923,,,Coffee shop,coffee shops,Coffee shop,4.4,129.0,OPERATIONAL,"{""Friday"": [""4AM-6PM""], ""Monday"": [""4AM-6PM""], ""Saturday"": [""5AM-5PM""], ""Sunday"": [""6AM-5PM""], ""Thursday"": [""4AM-6PM""], ""Tuesday"": [""4AM-6PM""], ""Wednesday"": [""4AM-6PM""]}",0x54856d97bba7dcb9:0x5c28d4a4a7cbde47,ChIJudynu5dthVQRR97Lp6TUKFw,https://search.google.com/local/reviews?placeid=ChIJudynu5dthVQRR97Lp6TUKFw&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDfkc5oZ1ArS5qN5sT8ceYb4dmS_923CKUpOxmZAxi5C3Zb5mMJb9-lHiOTGxw_MpugKH4yDKw97_RDLyygvhYQbYRdC1wLtrFGNwrHD6nitmJUmV8TCSqK5dFDsu0Gl5ScETp=w800-h500-k-no,"coffee shop, 98233, WA, US",98233,outscraper_google_maps
Antojos Locos,,1540 S Burlington Blvd,Burlington,98233,,United States of America,48.4562262,-122.3352549,,+1 360-540-8731,Mexican torta restaurant,Tortería mexicana,"Mexican torta restaurant, Takeout Restaurant, Mexican restaurant, Restaurant, Taco restaurant",4.8,283.0,OPERATIONAL,"{""Friday"": [""11AM-7PM""], ""Monday"": [""11AM-7PM""], ""Saturday"": [""11AM-7PM""], ""Sunday"": [""11AM-6PM""], ""Thursday"": [""11AM-7PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""11AM-7PM""]}",0x54856dcbb0259a3f:0x2a5c1bbb50b8f5b3,ChIJP5olsMtthVQRs_W4ULsbXCo,https://search.google.com/local/reviews?placeid=ChIJP5olsMtthVQRs_W4ULsbXCo&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHXvvrmpdxpKGl3MHjM6TTXH73lsb_UZcd79M9B8wfwk-ogdUKKZ78V5XWEwqJKmDkrXEl28SSp5QzIgl3isPNQmHdP5YuXBnEy54GGfOHhC1_UXQ-EjpUDdCom7aJc4KLQNg06=w800-h500-k-no,"mexican restaurant, 98233, WA, US",98233,outscraper_google_maps
Applebee's Grill + Bar,,188 Cascade Mall Dr,Burlington,98233,,United States of America,48.4602959,-122.3365206,,+1 360-757-1414,Restaurant,restaurants,"Restaurant, American restaurant, Bar & grill, Diner, Family restaurant, Hamburger restaurant, Steak house, Traditional American restaurant",4.0,1726.0,OPERATIONAL,"{""Friday"": [""11AM-1AM""], ""Monday"": [""11AM-12AM""], ""Saturday"": [""11AM-1AM""], ""Sunday"": [""11AM-12AM""], ""Thursday"": [""11AM-12AM""], ""Tuesday"": [""11AM-12AM""], ""Wednesday"": [""11AM-12AM""]}",0x54856dc9ceea847d:0xfc39e9542016ecf9,ChIJfYTqzslthVQR-ewWIFTpOfw,https://search.google.com/local/reviews?placeid=ChIJfYTqzslthVQR-ewWIFTpOfw&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqoHFruHNoC6lJxZkiLjZo6dOVv7yixAusing869ppk1OAVXJnf8qN_cIFWR_PuFxCpZQL4Tts9jXS-9SpxwtqY9fDx91ZVSjS_bX1jWzfrIeMD6BkYE4V5LzgRZhamAqsagsHZg=w800-h500-k-no,"restaurant, 98233, WA, US",98233,outscraper_google_maps
Asian 1 Restaurant Burlington,,145 Cascade Pl #112,Burlington,98233,,United States of America,48.4602203,-122.3341369,,+1 360-707-2422,Thai restaurant,restaurants,Thai restaurant,4.4,1239.0,OPERATIONAL,"{""Friday"": [""11:30AM-9PM""], ""Monday"": [""Closed""], ""Saturday"": [""11:30AM-9PM""], ""Sunday"": [""11:30AM-8PM""], ""Thursday"": [""11:30AM-8:30PM""], ""Tuesday"": [""11:30AM-8PM""], ""Wednesday"": [""11:30AM-8:30PM""]}",0x54856db624413049:0xe92a6265e6e2c1eb,ChIJSTBBJLZthVQR68Hi5mViKuk,https://search.google.com/local/reviews?placeid=ChIJSTBBJLZthVQR68Hi5mViKuk&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwL39zkQbw-G1EkhV1l9ONHNnh9OSpa3ORGCgqk37ykspFscRunL-UCwrs66lEtGod3f-zomN4ji3vmd1sV7VgebEoY4iFqVlMSlbsDHu-51ktoo8Mim7Yo8sm87Y2ibEnctEj=w800-h500-k-no,"restaurant, 98233, WA, US",98233,outscraper_google_maps
